message_id,channel_name,image_path,detected_objects,image_category,object_count
26464,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26464.jpg,none,other,0
26465,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26465.jpg,book:0.25,other,1
26466,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26466.jpg,"bottle:0.47, book:0.26",product_display,2
26467,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26467.jpg,none,other,0
26468,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26468.jpg,"fork:0.86, cup:0.49, knife:0.44",product_display,3
26469,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26469.jpg,none,other,0
26470,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26470.jpg,none,other,0
26471,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26471.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26472,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26472.jpg,none,other,0
26473,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26473.jpg,"sports ball:0.37, sports ball:0.30",other,2
26474,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26474.jpg,none,other,0
26475,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26475.jpg,clock:0.27,product_display,1
26476,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26476.jpg,none,other,0
26477,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26477.jpg,bottle:0.27,product_display,1
26478,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26478.jpg,none,other,0
26479,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26479.jpg,bottle:0.43,product_display,1
26480,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26480.jpg,none,other,0
26481,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26481.jpg,bottle:0.86,product_display,1
26482,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26482.jpg,none,other,0
26483,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26483.jpg,bottle:0.27,product_display,1
26484,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26484.jpg,cell phone:0.32,other,1
26485,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26485.jpg,"book:0.34, cup:0.29",product_display,2
26486,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26486.jpg,"bottle:0.51, bottle:0.51, dining table:0.46, bottle:0.42, bottle:0.42, cup:0.37, bottle:0.34, bottle:0.33, bottle:0.32, bottle:0.31, bottle:0.30, bottle:0.29",product_display,12
26487,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26487.jpg,person:0.31,lifestyle,1
26488,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26488.jpg,"cup:0.45, bottle:0.29",product_display,2
26489,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26489.jpg,"fork:0.86, cup:0.49, knife:0.44",product_display,3
26490,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26490.jpg,"book:0.29, bottle:0.28, refrigerator:0.28, bottle:0.27",product_display,4
26491,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26491.jpg,refrigerator:0.38,other,1
26492,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26492.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26493,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26493.jpg,none,other,0
26494,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26494.jpg,clock:0.27,product_display,1
26495,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26495.jpg,none,other,0
26496,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26496.jpg,bottle:0.86,product_display,1
26497,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26497.jpg,none,other,0
26498,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26498.jpg,none,other,0
26499,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26499.jpg,"bottle:0.93, person:0.79, person:0.67, orange:0.46, orange:0.37, person:0.35, orange:0.35",promotional,7
26500,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26500.jpg,person:0.80,lifestyle,1
26501,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26501.jpg,"bottle:0.87, dining table:0.35, bottle:0.33, bottle:0.29",product_display,4
26502,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26502.jpg,bottle:0.74,product_display,1
26503,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26503.jpg,"orange:0.85, orange:0.75, bowl:0.46, dining table:0.43",other,4
26504,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26504.jpg,cup:0.35,product_display,1
26505,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26505.jpg,book:0.25,other,1
26506,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26506.jpg,"bottle:0.64, bottle:0.63, bottle:0.40, bottle:0.36, bottle:0.35, bottle:0.34, bottle:0.34, bottle:0.31, bottle:0.27, bottle:0.27, bottle:0.26",product_display,11
26507,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26507.jpg,none,other,0
26508,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26508.jpg,"orange:0.32, teddy bear:0.27",other,2
26509,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26509.jpg,"fork:0.86, cup:0.49, knife:0.44",product_display,3
26510,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26510.jpg,none,other,0
26511,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26511.jpg,none,other,0
26512,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26512.jpg,"sports ball:0.37, sports ball:0.30",other,2
26513,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26513.jpg,"bottle:0.34, bottle:0.33, bottle:0.31, bottle:0.31, orange:0.28",product_display,5
26514,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26514.jpg,"bottle:0.34, bottle:0.30",product_display,2
26515,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26515.jpg,none,other,0
26516,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26516.jpg,"bottle:0.51, bottle:0.51, dining table:0.46, bottle:0.42, bottle:0.42, cup:0.37, bottle:0.34, bottle:0.33, bottle:0.32, bottle:0.31, bottle:0.30, bottle:0.29",product_display,12
26517,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26517.jpg,person:0.31,lifestyle,1
26518,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26518.jpg,"person:0.70, person:0.62",lifestyle,2
26519,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26519.jpg,none,other,0
26520,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26520.jpg,none,other,0
26521,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26521.jpg,dining table:0.34,other,1
26523,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26523.jpg,dining table:0.44,other,1
26524,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26524.jpg,"bottle:0.30, traffic light:0.30",product_display,2
26525,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26525.jpg,none,other,0
26526,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26526.jpg,"person:0.89, person:0.76, person:0.52",lifestyle,3
26527,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26527.jpg,person:0.80,lifestyle,1
26528,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26528.jpg,"bottle:0.87, dining table:0.35, bottle:0.33, bottle:0.29",product_display,4
26529,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26529.jpg,"orange:0.32, teddy bear:0.27",other,2
26530,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26530.jpg,bottle:0.74,product_display,1
26531,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26531.jpg,bottle:0.91,product_display,1
26532,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26532.jpg,none,other,0
26533,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26533.jpg,refrigerator:0.38,other,1
26534,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26534.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26535,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26535.jpg,none,other,0
26536,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26536.jpg,clock:0.27,product_display,1
26537,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26537.jpg,"bottle:0.47, book:0.26",product_display,2
26538,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26538.jpg,cup:0.35,product_display,1
26539,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26539.jpg,bottle:0.81,product_display,1
26540,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26540.jpg,bottle:0.34,product_display,1
26541,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26541.jpg,none,other,0
26542,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26542.jpg,none,other,0
26543,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26543.jpg,orange:0.48,other,1
26544,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26544.jpg,book:0.28,other,1
26545,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26545.jpg,none,other,0
26546,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26546.jpg,"fork:0.86, cup:0.49, knife:0.44",product_display,3
26547,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26547.jpg,none,other,0
26548,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26548.jpg,none,other,0
26549,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26549.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26550,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26550.jpg,none,other,0
26551,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26551.jpg,"sports ball:0.37, sports ball:0.30",other,2
26552,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26552.jpg,bottle:0.25,product_display,1
26553,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26553.jpg,"book:0.29, bottle:0.28, refrigerator:0.28, bottle:0.27",product_display,4
26554,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26554.jpg,refrigerator:0.38,other,1
26555,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26555.jpg,bottle:0.43,product_display,1
26556,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26556.jpg,none,other,0
26557,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26557.jpg,none,other,0
26558,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26558.jpg,bottle:0.27,product_display,1
26559,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26559.jpg,none,other,0
26560,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26560.jpg,none,other,0
26561,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26561.jpg,none,other,0
26562,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26562.jpg,bottle:0.86,product_display,1
26563,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26563.jpg,none,other,0
26564,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26564.jpg,none,other,0
26565,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26565.jpg,none,other,0
26566,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26566.jpg,cup:0.35,product_display,1
26567,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26567.jpg,none,other,0
26568,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26568.jpg,"bottle:0.64, bottle:0.63, bottle:0.40, bottle:0.36, bottle:0.35, bottle:0.34, bottle:0.34, bottle:0.31, bottle:0.27, bottle:0.27, bottle:0.26",product_display,11
26569,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26569.jpg,none,other,0
26570,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26570.jpg,none,other,0
26571,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26571.jpg,"bottle:0.67, vase:0.61",product_display,2
26572,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26572.jpg,bottle:0.46,product_display,1
26573,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26573.jpg,"bottle:0.57, bottle:0.55, bottle:0.38, bottle:0.30",product_display,4
26574,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26574.jpg,"book:0.48, book:0.39",other,2
26575,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26575.jpg,bottle:0.33,product_display,1
26576,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26576.jpg,bottle:0.50,product_display,1
26577,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26577.jpg,"refrigerator:0.42, bottle:0.26",product_display,2
26578,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26578.jpg,bottle:0.68,product_display,1
26579,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26579.jpg,none,other,0
26580,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26580.jpg,none,other,0
26581,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26581.jpg,"bottle:0.48, bottle:0.47, bottle:0.43, bottle:0.27",product_display,4
26582,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26582.jpg,"bottle:0.57, bottle:0.38, bottle:0.27, bottle:0.26, bottle:0.26",product_display,5
26583,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26583.jpg,book:0.25,other,1
26584,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26584.jpg,"cell phone:0.44, donut:0.41",other,2
26585,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26585.jpg,"fork:0.86, cup:0.49, knife:0.44",product_display,3
26586,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26586.jpg,none,other,0
26587,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26587.jpg,none,other,0
26588,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26588.jpg,"sports ball:0.37, sports ball:0.30",other,2
26589,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26589.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26590,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26590.jpg,none,other,0
26591,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26591.jpg,clock:0.27,product_display,1
26592,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26592.jpg,"bottle:0.30, traffic light:0.30",product_display,2
26593,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26593.jpg,bottle:0.59,product_display,1
26594,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26594.jpg,none,other,0
26595,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26595.jpg,"orange:0.32, teddy bear:0.27",other,2
26596,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26596.jpg,bottle:0.91,product_display,1
26597,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26597.jpg,person:0.80,lifestyle,1
26598,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26598.jpg,bottle:0.74,product_display,1
26599,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26599.jpg,"bottle:0.51, bottle:0.51, dining table:0.46, bottle:0.42, bottle:0.42, cup:0.37, bottle:0.34, bottle:0.33, bottle:0.32, bottle:0.31, bottle:0.30, bottle:0.29",product_display,12
26600,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26600.jpg,person:0.31,lifestyle,1
26601,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26601.jpg,bottle:0.43,product_display,1
26602,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26602.jpg,none,other,0
26603,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26603.jpg,none,other,0
26604,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26604.jpg,bottle:0.27,product_display,1
26605,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26605.jpg,none,other,0
26606,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26606.jpg,bottle:0.68,product_display,1
26607,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26607.jpg,"bottle:0.79, bottle:0.56, bottle:0.38, bottle:0.37, bottle:0.36, bottle:0.34, bottle:0.30, bottle:0.30",product_display,8
26608,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26608.jpg,none,other,0
26609,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26609.jpg,none,other,0
26610,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26610.jpg,none,other,0
26611,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26611.jpg,bottle:0.86,product_display,1
26612,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26612.jpg,"book:0.29, bottle:0.28, refrigerator:0.28, bottle:0.27",product_display,4
26613,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26613.jpg,"book:0.29, cup:0.27",product_display,2
26614,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26614.jpg,"cup:0.45, bottle:0.29",product_display,2
26615,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26615.jpg,"bottle:0.34, bottle:0.33, bottle:0.31, bottle:0.31, orange:0.28",product_display,5
26616,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26616.jpg,"bottle:0.34, bottle:0.30",product_display,2
26617,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26617.jpg,"refrigerator:0.51, bottle:0.44, bottle:0.40, dining table:0.30, bottle:0.29, bottle:0.28, bottle:0.28, bottle:0.26",product_display,8
26618,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26618.jpg,"bottle:0.48, bottle:0.47, bottle:0.43, bottle:0.27",product_display,4
26619,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26619.jpg,"bottle:0.57, bottle:0.38, bottle:0.27, bottle:0.26, bottle:0.26",product_display,5
26620,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26620.jpg,bottle:0.44,product_display,1
26621,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26621.jpg,"bottle:0.50, bottle:0.35, bottle:0.32",product_display,3
26622,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26622.jpg,"bottle:0.51, bottle:0.35",product_display,2
26623,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26623.jpg,"bottle:0.61, bottle:0.36, bottle:0.34, bottle:0.33, bottle:0.29, bottle:0.29, bottle:0.28, bottle:0.27, bottle:0.27",product_display,9
26624,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26624.jpg,"bottle:0.38, cake:0.29",product_display,2
26625,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26625.jpg,none,other,0
26626,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26626.jpg,none,other,0
26627,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26627.jpg,none,other,0
26628,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26628.jpg,none,other,0
26629,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26629.jpg,"cup:0.72, cup:0.39, book:0.29",product_display,3
26630,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26630.jpg,none,other,0
26631,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26631.jpg,none,other,0
26632,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26632.jpg,book:0.25,other,1
26633,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26633.jpg,"fork:0.86, cup:0.49, knife:0.44",product_display,3
26634,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26634.jpg,none,other,0
26635,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26635.jpg,none,other,0
26636,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26636.jpg,"sports ball:0.37, sports ball:0.30",other,2
26637,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26637.jpg,bottle:0.43,product_display,1
26638,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26638.jpg,none,other,0
26639,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26639.jpg,none,other,0
26640,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26640.jpg,bottle:0.27,product_display,1
26641,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26641.jpg,none,other,0
26642,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26642.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26643,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26643.jpg,none,other,0
26644,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26644.jpg,"bottle:0.80, bottle:0.28",product_display,2
26645,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26645.jpg,"bottle:0.77, bottle:0.27",product_display,2
26646,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26646.jpg,orange:0.48,other,1
26647,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26647.jpg,book:0.28,other,1
26648,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26648.jpg,none,other,0
26649,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26649.jpg,none,other,0
26650,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26650.jpg,none,other,0
26651,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26651.jpg,cup:0.35,product_display,1
26652,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26652.jpg,none,other,0
26653,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26653.jpg,"bottle:0.48, bottle:0.47, bottle:0.43, bottle:0.27",product_display,4
26654,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26654.jpg,"bottle:0.57, bottle:0.38, bottle:0.27, bottle:0.26, bottle:0.26",product_display,5
26655,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26655.jpg,book:0.25,other,1
26656,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26656.jpg,"cell phone:0.44, donut:0.41",other,2
26657,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26657.jpg,none,other,0
26658,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26658.jpg,bottle:0.43,product_display,1
26659,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26659.jpg,none,other,0
26660,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26660.jpg,none,other,0
26661,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26661.jpg,bottle:0.27,product_display,1
26662,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26662.jpg,cell phone:0.32,other,1
26663,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26663.jpg,"person:0.68, stop sign:0.29",lifestyle,2
26664,lobelia4cosmetics,data\raw\images\lobelia4cosmetics\26664.jpg,none,other,0
195747,tikvahpharma,data\raw\images\tikvahpharma\195747.jpg,"tv:0.59, traffic light:0.27",other,2
195750,tikvahpharma,data\raw\images\tikvahpharma\195750.jpg,none,other,0
195762,tikvahpharma,data\raw\images\tikvahpharma\195762.jpg,none,other,0
195772,tikvahpharma,data\raw\images\tikvahpharma\195772.jpg,none,other,0
195773,tikvahpharma,data\raw\images\tikvahpharma\195773.jpg,book:0.43,other,1
195798,tikvahpharma,data\raw\images\tikvahpharma\195798.jpg,"bowl:0.42, book:0.33",other,2
195805,tikvahpharma,data\raw\images\tikvahpharma\195805.jpg,bowl:0.36,other,1
195807,tikvahpharma,data\raw\images\tikvahpharma\195807.jpg,none,other,0
195808,tikvahpharma,data\raw\images\tikvahpharma\195808.jpg,"bottle:0.85, person:0.65",promotional,2
195809,tikvahpharma,data\raw\images\tikvahpharma\195809.jpg,none,other,0
195810,tikvahpharma,data\raw\images\tikvahpharma\195810.jpg,none,other,0
195813,tikvahpharma,data\raw\images\tikvahpharma\195813.jpg,bowl:0.36,other,1
195828,tikvahpharma,data\raw\images\tikvahpharma\195828.jpg,none,other,0
195829,tikvahpharma,data\raw\images\tikvahpharma\195829.jpg,book:0.39,other,1
195830,tikvahpharma,data\raw\images\tikvahpharma\195830.jpg,"book:0.33, toothbrush:0.27",other,2
195831,tikvahpharma,data\raw\images\tikvahpharma\195831.jpg,"tv:0.71, microwave:0.34, clock:0.26",product_display,3
195832,tikvahpharma,data\raw\images\tikvahpharma\195832.jpg,none,other,0
195833,tikvahpharma,data\raw\images\tikvahpharma\195833.jpg,none,other,0
195834,tikvahpharma,data\raw\images\tikvahpharma\195834.jpg,none,other,0
195835,tikvahpharma,data\raw\images\tikvahpharma\195835.jpg,none,other,0
195836,tikvahpharma,data\raw\images\tikvahpharma\195836.jpg,none,other,0
195837,tikvahpharma,data\raw\images\tikvahpharma\195837.jpg,none,other,0
195838,tikvahpharma,data\raw\images\tikvahpharma\195838.jpg,"refrigerator:0.67, bottle:0.55, bottle:0.53, bottle:0.51, bottle:0.51, bottle:0.49, bottle:0.41, bottle:0.41, bottle:0.39, bottle:0.38, bottle:0.36, bottle:0.35, bottle:0.32, bottle:0.32, bottle:0.29, bottle:0.29, bottle:0.28, bottle:0.28, bottle:0.27, bottle:0.27, bottle:0.26, bottle:0.26, refrigerator:0.25",product_display,23
195841,tikvahpharma,data\raw\images\tikvahpharma\195841.jpg,refrigerator:0.26,other,1
195843,tikvahpharma,data\raw\images\tikvahpharma\195843.jpg,"bottle:0.83, bottle:0.55, cup:0.33",product_display,3
195844,tikvahpharma,data\raw\images\tikvahpharma\195844.jpg,none,other,0
195845,tikvahpharma,data\raw\images\tikvahpharma\195845.jpg,book:0.39,other,1
195846,tikvahpharma,data\raw\images\tikvahpharma\195846.jpg,"book:0.33, toothbrush:0.27",other,2
195847,tikvahpharma,data\raw\images\tikvahpharma\195847.jpg,"tv:0.71, microwave:0.34, clock:0.26",product_display,3
195848,tikvahpharma,data\raw\images\tikvahpharma\195848.jpg,none,other,0
195849,tikvahpharma,data\raw\images\tikvahpharma\195849.jpg,none,other,0
195850,tikvahpharma,data\raw\images\tikvahpharma\195850.jpg,none,other,0
195851,tikvahpharma,data\raw\images\tikvahpharma\195851.jpg,none,other,0
195852,tikvahpharma,data\raw\images\tikvahpharma\195852.jpg,none,other,0
195853,tikvahpharma,data\raw\images\tikvahpharma\195853.jpg,none,other,0
195858,tikvahpharma,data\raw\images\tikvahpharma\195858.jpg,"bottle:0.56, book:0.36",product_display,2
195860,tikvahpharma,data\raw\images\tikvahpharma\195860.jpg,bowl:0.36,other,1
195864,tikvahpharma,data\raw\images\tikvahpharma\195864.jpg,none,other,0
195870,tikvahpharma,data\raw\images\tikvahpharma\195870.jpg,bowl:0.36,other,1
195875,tikvahpharma,data\raw\images\tikvahpharma\195875.jpg,none,other,0
195884,tikvahpharma,data\raw\images\tikvahpharma\195884.jpg,bottle:0.30,product_display,1
195885,tikvahpharma,data\raw\images\tikvahpharma\195885.jpg,none,other,0
195886,tikvahpharma,data\raw\images\tikvahpharma\195886.jpg,none,other,0
195887,tikvahpharma,data\raw\images\tikvahpharma\195887.jpg,none,other,0
195888,tikvahpharma,data\raw\images\tikvahpharma\195888.jpg,refrigerator:0.34,other,1
195889,tikvahpharma,data\raw\images\tikvahpharma\195889.jpg,"tv:0.94, laptop:0.80, person:0.79, person:0.70, person:0.64",lifestyle,5
195891,tikvahpharma,data\raw\images\tikvahpharma\195891.jpg,none,other,0
195892,tikvahpharma,data\raw\images\tikvahpharma\195892.jpg,"tv:0.88, keyboard:0.80",other,2
195893,tikvahpharma,data\raw\images\tikvahpharma\195893.jpg,"tv:0.44, keyboard:0.36, person:0.27",lifestyle,3
195899,tikvahpharma,data\raw\images\tikvahpharma\195899.jpg,tv:0.88,other,1
